comp_row_id,comp_name,enemy_comp_row_id,enemy_comp_name,matchup_score,matchup_tier,matchup_label,reason_1,reason_2,reason_3,reason_4,suggested_counter_items,suggested_augment_themes,positioning_advice,display_comp_name,display_enemy_name,early_label,mid_label,late_label,overall_label,confidence_level,source_type,relationship_type,reason_text,curated_score,canonical_comp_name,canonical_enemy_name
21,以绪塔尔 巴德 && 妮蔻,18,迅击战士 芸阿娜 && 孙悟空,-2.1,lose,小劣,全局表现锚点偏向对手,对手回复/续航较强，你的法系爆发未必能一波带走,,,日炎斗篷、莫雷洛秘典、红霸符、巨龙之爪、棘刺背心,优先补减疗/重伤与持续作战；优先补保后排、解控与容错；若你是中期阵容，优先拿经济/节奏强化抢压制（可参考：DD街区、大百宝袋）,尽量让减疗装备尽早覆盖对手前排；主C别贴边单防，避免被对位切入；如果你中期强，尽量在对手9级前多入血,以绪塔尔 巴德 && 妮蔻,迅击战士 芸阿娜 && 孙悟空,小劣,小劣,小劣,小劣,low,auto_filled,auto_inferred,全局表现锚点偏向对手；对手回复/续航较强，你的法系爆发未必能一波带走,-2.1,以绪塔尔 巴德 && 妮蔻,迅击战士 芸阿娜 && 孙悟空
21,以绪塔尔 巴德 && 妮蔻,19,暗影岛 卡莉丝塔 && 锤石,-2.1,lose,小劣,全局表现锚点偏向对手,对手回复/续航较强，你的法系爆发未必能一波带走,,,日炎斗篷、莫雷洛秘典、红霸符、巨人捕手、薄暮法袍,优先补减疗/重伤与持续作战；优先补破前排、穿透或巨杀类战力；优先补保后排、解控与容错（可参考：珠光莲花 I、珠光莲花 II）,尽量让减疗装备尽早覆盖对手前排；优先保证主C能持续处理对手前排；主C别贴边单防，避免被对位切入,以绪塔尔 巴德 && 妮蔻,暗影岛 卡莉丝塔 && 锤石,小劣,小劣,小劣,小劣,low,auto_filled,auto_inferred,全局表现锚点偏向对手；对手回复/续航较强，你的法系爆发未必能一波带走,-2.1,以绪塔尔 巴德 && 妮蔻,暗影岛 卡莉丝塔 && 锤石
21,以绪塔尔 巴德 && 妮蔻,20,虚空 卡莎 && 峡谷先锋,-2.1,lose,小劣,全局表现锚点偏向对手,对手回复/续航较强，你的法系爆发未必能一波带走,,,日炎斗篷、莫雷洛秘典、红霸符,优先补减疗/重伤与持续作战；若你是中期阵容，优先拿经济/节奏强化抢压制（可参考：DD街区、大百宝袋）,尽量让减疗装备尽早覆盖对手前排；如果你中期强，尽量在对手9级前多入血,以绪塔尔 巴德 && 妮蔻,虚空 卡莎 && 峡谷先锋,小劣,小劣,小劣,小劣,low,auto_filled,auto_inferred,全局表现锚点偏向对手；对手回复/续航较强，你的法系爆发未必能一波带走,-2.1,以绪塔尔 巴德 && 妮蔻,虚空 卡莎 && 峡谷先锋
21,以绪塔尔 巴德 && 妮蔻,22,巨神峰 奥瑞利安·索尔 && 塔里克,-2.1,lose,小劣,全局表现锚点偏向对手,对手回复/续航较强，你的法系爆发未必能一波带走,,,日炎斗篷、莫雷洛秘典、红霸符,优先补减疗/重伤与持续作战；若你是中期阵容，优先拿经济/节奏强化抢压制（可参考：DD街区、大百宝袋）,尽量让减疗装备尽早覆盖对手前排；如果你中期强，尽量在对手9级前多入血,以绪塔尔 巴德 && 妮蔻,巨神峰 奥瑞利安·索尔 && 塔里克,小劣,小劣,小劣,小劣,low,auto_filled,auto_inferred,全局表现锚点偏向对手；对手回复/续航较强，你的法系爆发未必能一波带走,-2.1,以绪塔尔 巴德 && 妮蔻,巨神峰 奥瑞利安·索尔 && 塔里克
21,以绪塔尔 巴德 && 妮蔻,7,裁决战士 阿狸 && 永恩,-2.4,lose,小劣,全局表现锚点偏向对手,对手发力更早，你需要先稳血再等上限,对手回复/续航较强，你的法系爆发未必能一波带走,本阵容后期上限更高,日炎斗篷、莫雷洛秘典、红霸符、巨龙之爪、棘刺背心,优先补减疗/重伤与持续作战；优先补保后排、解控与容错（可参考：珠光莲花 I、珠光莲花 II）,尽量让减疗装备尽早覆盖对手前排；主C别贴边单防，避免被对位切入,以绪塔尔 巴德 && 妮蔻,裁决战士 阿狸 && 永恩,小劣,小劣,小劣,小劣,low,auto_filled,auto_inferred,全局表现锚点偏向对手；对手发力更早，你需要先稳血再等上限；对手回复/续航较强，你的法系爆发未必能一波带走；本阵容后期上限更高,-2.4,以绪塔尔 巴德 && 妮蔻,裁决战士 阿狸 && 永恩
21,以绪塔尔 巴德 && 妮蔻,8,弗雷尔卓德 金克丝 && 瑟庄妮,-2.4,lose,小劣,全局表现锚点偏向对手,对手发力更早，你需要先稳血再等上限,对手回复/续航较强，你的法系爆发未必能一波带走,本阵容后期上限更高,日炎斗篷、莫雷洛秘典、红霸符、巨龙之爪、棘刺背心,优先补减疗/重伤与持续作战；优先补保后排、解控与容错（可参考：珠光莲花 I、珠光莲花 II）,尽量让减疗装备尽早覆盖对手前排；主C别贴边单防，避免被对位切入,以绪塔尔 巴德 && 妮蔻,弗雷尔卓德 金克丝 && 瑟庄妮,小劣,小劣,小劣,小劣,low,auto_filled,auto_inferred,全局表现锚点偏向对手；对手发力更早，你需要先稳血再等上限；对手回复/续航较强，你的法系爆发未必能一波带走；本阵容后期上限更高,-2.4,以绪塔尔 巴德 && 妮蔻,弗雷尔卓德 金克丝 && 瑟庄妮
21,以绪塔尔 巴德 && 妮蔻,14,斗士 巴德 && 赛恩,-2.4,lose,小劣,全局表现锚点偏向对手,对手发力更早，你需要先稳血再等上限,对手回复/续航较强，你的法系爆发未必能一波带走,本阵容后期上限更高,日炎斗篷、莫雷洛秘典、红霸符,优先补减疗/重伤与持续作战（可参考：珠光莲花 I、珠光莲花 II）,尽量让减疗装备尽早覆盖对手前排,以绪塔尔 巴德 && 妮蔻,斗士 巴德 && 赛恩,小劣,小劣,小劣,小劣,low,auto_filled,auto_inferred,全局表现锚点偏向对手；对手发力更早，你需要先稳血再等上限；对手回复/续航较强，你的法系爆发未必能一波带走；本阵容后期上限更高,-2.4,以绪塔尔 巴德 && 妮蔻,斗士 巴德 && 赛恩
21,以绪塔尔 巴德 && 妮蔻,23,神盾使 玛尔扎哈 && 萨勒芬妮,-2.4,lose,小劣,全局表现锚点偏向对手,对手发力更早，你需要先稳血再等上限,对手回复/续航较强，你的法系爆发未必能一波带走,本阵容后期上限更高,日炎斗篷、莫雷洛秘典、红霸符,优先补减疗/重伤与持续作战（可参考：珠光莲花 I、珠光莲花 II）,尽量让减疗装备尽早覆盖对手前排,以绪塔尔 巴德 && 妮蔻,神盾使 玛尔扎哈 && 萨勒芬妮,小劣,小劣,小劣,小劣,low,auto_filled,auto_inferred,全局表现锚点偏向对手；对手发力更早，你需要先稳血再等上限；对手回复/续航较强，你的法系爆发未必能一波带走；本阵容后期上限更高,-2.4,以绪塔尔 巴德 && 妮蔻,神盾使 玛尔扎哈 && 萨勒芬妮
21,以绪塔尔 巴德 && 妮蔻,9,约德尔人 吉格斯 && 凯南,-2.5,lose,小劣,全局表现锚点偏向对手,对手范围伤害会放大你的缩角风险,,,,若你是中期阵容，优先拿经济/节奏强化抢压制（可参考：DD街区、大百宝袋）,如果你中期强，尽量在对手9级前多入血,以绪塔尔 巴德 && 妮蔻,约德尔人 吉格斯 && 凯南,小劣,小劣,小劣,小劣,low,auto_filled,auto_inferred,全局表现锚点偏向对手；对手范围伤害会放大你的缩角风险,-2.5,以绪塔尔 巴德 && 妮蔻,约德尔人 吉格斯 && 凯南
21,以绪塔尔 巴德 && 妮蔻,13,弗雷尔卓德 丽桑卓 && 布隆,-2.5,lose,小劣,全局表现锚点偏向对手,对手范围伤害会放大你的缩角风险,,,巨人捕手、薄暮法袍、离子火花、强袭者的链枷,优先补破前排、穿透或巨杀类战力；若你是中期阵容，优先拿经济/节奏强化抢压制（可参考：DD街区、大百宝袋）,优先保证主C能持续处理对手前排；如果你中期强，尽量在对手9级前多入血,以绪塔尔 巴德 && 妮蔻,弗雷尔卓德 丽桑卓 && 布隆,小劣,小劣,小劣,小劣,low,auto_filled,auto_inferred,全局表现锚点偏向对手；对手范围伤害会放大你的缩角风险,-2.5,以绪塔尔 巴德 && 妮蔻,弗雷尔卓德 丽桑卓 && 布隆
21,以绪塔尔 巴德 && 妮蔻,3,巨神峰 玛尔扎哈 && 蕾欧娜,-2.8,lose,小劣,全局表现锚点偏向对手,对手发力更早，你需要先稳血再等上限,对手范围伤害会放大你的缩角风险,本阵容后期上限更高,,优先选择泛用战力强化（可参考：珠光莲花 I、珠光莲花 II）,根据对手主C位置灵活换边,以绪塔尔 巴德 && 妮蔻,巨神峰玛尔扎哈,小劣,小劣,小劣,小劣,low,auto_filled,auto_inferred,全局表现锚点偏向对手；对手发力更早，你需要先稳血再等上限；对手范围伤害会放大你的缩角风险；本阵容后期上限更高,-2.8,以绪塔尔 巴德 && 妮蔻,巨神峰玛尔扎哈
21,以绪塔尔 巴德 && 妮蔻,24,诺克萨斯 乐芙兰 && 德莱厄斯,-2.8,lose,小劣,全局表现锚点偏向对手,对手发力更早，你需要先稳血再等上限,对手范围伤害会放大你的缩角风险,本阵容后期上限更高,巨龙之爪、棘刺背心、水银,优先补保后排、解控与容错（可参考：珠光莲花 I、珠光莲花 II）,主C别贴边单防，避免被对位切入,以绪塔尔 巴德 && 妮蔻,诺克萨斯 乐芙兰 && 德莱厄斯,小劣,小劣,小劣,小劣,low,auto_filled,auto_inferred,全局表现锚点偏向对手；对手发力更早，你需要先稳血再等上限；对手范围伤害会放大你的缩角风险；本阵容后期上限更高,-2.8,以绪塔尔 巴德 && 妮蔻,诺克萨斯 乐芙兰 && 德莱厄斯
6,以绪塔尔 奈德丽 && 斯卡纳,19,暗影岛 卡莉丝塔 && 锤石,1.82,win,小优,全局表现锚点偏向本阵容,对手回复/续航较强，你的法系爆发未必能一波带走,本阵容自带破前排工具，打厚前排更舒服,本阵容带减疗，能压制对手回复/续航,日炎斗篷、莫雷洛秘典、红霸符、巨人捕手、薄暮法袍,优先补减疗/重伤与持续作战；优先补破前排、穿透或巨杀类战力；优先补保后排、解控与容错（可参考：珠光莲花 I、珠光莲花 II）,尽量让减疗装备尽早覆盖对手前排；优先保证主C能持续处理对手前排；主C别贴边单防，避免被对位切入,以绪塔尔岩宝,暗影岛 卡莉丝塔 && 锤石,小优,小优,小优,小优,medium,auto_filled,auto_inferred,全局表现锚点偏向本阵容；对手回复/续航较强，你的法系爆发未必能一波带走；本阵容自带破前排工具，打厚前排更舒服；本阵容带减疗，能压制对手回复/续航,1.82,以绪塔尔岩宝,暗影岛 卡莉丝塔 && 锤石
6,以绪塔尔 奈德丽 && 斯卡纳,21,以绪塔尔 巴德 && 妮蔻,1.5,win,小优,全局表现锚点偏向本阵容,,,,,若你是中期阵容，优先拿经济/节奏强化抢压制（可参考：DD街区、大百宝袋）,如果你中期强，尽量在对手9级前多入血,以绪塔尔岩宝,以绪塔尔 巴德 && 妮蔻,小优,小优,小优,小优,medium,auto_filled,auto_inferred,全局表现锚点偏向本阵容,1.5,以绪塔尔岩宝,以绪塔尔 巴德 && 妮蔻
6,以绪塔尔 奈德丽 && 斯卡纳,17,皮尔特沃夫 海克斯霸龙 && 蔚,1.27,win,小优,全局表现锚点偏向本阵容,对手回复/续航较强，你的法系爆发未必能一波带走,本阵容带减疗，能压制对手回复/续航,,日炎斗篷、莫雷洛秘典、红霸符,优先补减疗/重伤与持续作战；若你是中期阵容，优先拿经济/节奏强化抢压制（可参考：DD街区、大百宝袋）,尽量让减疗装备尽早覆盖对手前排；如果你中期强，尽量在对手9级前多入血,以绪塔尔岩宝,枪手海克斯霸龙,小优,小优,小优,小优,medium,auto_filled,auto_inferred,全局表现锚点偏向本阵容；对手回复/续航较强，你的法系爆发未必能一波带走；本阵容带减疗，能压制对手回复/续航,1.27,以绪塔尔岩宝,枪手海克斯霸龙
6,以绪塔尔 奈德丽 && 斯卡纳,1,德玛西亚 薇恩 && 德莱厄斯,-0.03,even,五五开,全局表现锚点偏向对手,对手回复/续航较强，你的法系爆发未必能一波带走,本阵容自带破前排工具，打厚前排更舒服,本阵容带减疗，能压制对手回复/续航,后期质量装、容错装,优先经济/等级/上限强化,前中期先稳血，后期凭上限接管,以绪塔尔岩宝,护卫薇恩,五五开,小劣,明显克制,小优,medium,manual_inferred,manual_override,对手是典型中期 counter pick，但你的后期上限更高，拖到完全体更有优势。,1.0,以绪塔尔岩宝,护卫薇恩
6,以绪塔尔 奈德丽 && 斯卡纳,3,巨神峰 玛尔扎哈 && 蕾欧娜,-2.33,lose,小劣,全局表现锚点偏向对手,对手发力更早，你需要先稳血再等上限,对手范围伤害会放大你的缩角风险,本阵容后期上限更高,保血/过渡装,优先经济与等级强化,前中期少掉血，后期翻盘,以绪塔尔岩宝,巨神峰玛尔扎哈,小劣,小劣,明显克制,小优,medium,manual_inferred,manual_override,你前中期会被巨神峰节奏压制，但后期上限更高。,1.0,以绪塔尔岩宝,巨神峰玛尔扎哈
6,以绪塔尔 奈德丽 && 斯卡纳,22,巨神峰 奥瑞利安·索尔 && 塔里克,1.0,win,小优,全局表现锚点偏向本阵容,对手回复/续航较强，你的法系爆发未必能一波带走,本阵容带减疗，能压制对手回复/续航,,日炎斗篷、莫雷洛秘典、红霸符,优先补减疗/重伤与持续作战；若你是中期阵容，优先拿经济/节奏强化抢压制（可参考：DD街区、大百宝袋）,尽量让减疗装备尽早覆盖对手前排；如果你中期强，尽量在对手9级前多入血,以绪塔尔岩宝,巨神峰 奥瑞利安·索尔 && 塔里克,小优,小优,小优,小优,medium,auto_filled,auto_inferred,全局表现锚点偏向本阵容；对手回复/续航较强，你的法系爆发未必能一波带走；本阵容带减疗，能压制对手回复/续航,1.0,以绪塔尔岩宝,巨神峰 奥瑞利安·索尔 && 塔里克
6,以绪塔尔 奈德丽 && 斯卡纳,20,虚空 卡莎 && 峡谷先锋,0.29,even,五五开,对手回复/续航较强，你的法系爆发未必能一波带走,本阵容带减疗，能压制对手回复/续航,,,日炎斗篷、莫雷洛秘典、红霸符,优先补减疗/重伤与持续作战；若你是中期阵容，优先拿经济/节奏强化抢压制（可参考：DD街区、大百宝袋）,尽量让减疗装备尽早覆盖对手前排；如果你中期强，尽量在对手9级前多入血,以绪塔尔岩宝,虚空 卡莎 && 峡谷先锋,五五开,五五开,五五开,五五开,medium,auto_filled,auto_inferred,对手回复/续航较强，你的法系爆发未必能一波带走；本阵容带减疗，能压制对手回复/续航,0.29,以绪塔尔岩宝,虚空 卡莎 && 峡谷先锋
6,以绪塔尔 奈德丽 && 斯卡纳,4,法师 安妮 && 斯维因,-1.3,lose,小劣,全局表现锚点偏向对手,对手回复/续航较强，你的法系爆发未必能一波带走,本阵容带减疗，能压制对手回复/续航,,保血装、过渡装,优先经济与成型速度,别被安妮中期节奏直接带走,以绪塔尔岩宝,法师安妮,小劣,小劣,明显克制,条件互克,high,manual_explicit,manual_override,岩宝前期不如安妮稳定，但后期成型后能反制安妮这种常规后期阵。,0.0,以绪塔尔岩宝,法师安妮
6,以绪塔尔 奈德丽 && 斯卡纳,5,诺克萨斯 千珏 && 德莱文,0.09,even,五五开,全局表现锚点偏向对手,对手回复/续航较强，你的法系爆发未必能一波带走,本阵容自带破前排工具，打厚前排更舒服,本阵容带减疗，能压制对手回复/续航,过渡肉装、经济装,优先保经济与成型速度,前期以保血为主，成型后再转主动压制,以绪塔尔岩宝,诺克千珏,明显被克,小劣,明显克制,条件互克,high,manual_explicit,manual_override,岩宝前期最怕被快节奏阵容血入，但后期成型后几乎没有真正天敌。,0.0,以绪塔尔岩宝,诺克千珏
6,以绪塔尔 奈德丽 && 斯卡纳,25,诺克萨斯 卑尔维斯 && 斯维因,-0.1,even,五五开,对手发力更早，你需要先稳血再等上限,本阵容后期上限更高,,,巨龙之爪、棘刺背心、水银,优先补保后排、解控与容错（可参考：珠光莲花 I、珠光莲花 II）,主C别贴边单防，避免被对位切入,以绪塔尔岩宝,诺克萨斯 卑尔维斯 && 斯维因,五五开,五五开,五五开,五五开,medium,auto_filled,auto_inferred,对手发力更早，你需要先稳血再等上限；本阵容后期上限更高,-0.1,以绪塔尔岩宝,诺克萨斯 卑尔维斯 && 斯维因
6,以绪塔尔 奈德丽 && 斯卡纳,23,神盾使 玛尔扎哈 && 萨勒芬妮,-0.51,even,五五开,对手发力更早，你需要先稳血再等上限,对手回复/续航较强，你的法系爆发未必能一波带走,本阵容带减疗，能压制对手回复/续航,本阵容后期上限更高,日炎斗篷、莫雷洛秘典、红霸符,优先补减疗/重伤与持续作战（可参考：珠光莲花 I、珠光莲花 II）,尽量让减疗装备尽早覆盖对手前排,以绪塔尔岩宝,神盾使 玛尔扎哈 && 萨勒芬妮,五五开,五五开,五五开,五五开,medium,auto_filled,auto_inferred,对手发力更早，你需要先稳血再等上限；对手回复/续航较强，你的法系爆发未必能一波带走；本阵容带减疗，能压制对手回复/续航；本阵容后期上限更高,-0.51,以绪塔尔岩宝,神盾使 玛尔扎哈 && 萨勒芬妮
6,以绪塔尔 奈德丽 && 斯卡纳,14,斗士 巴德 && 赛恩,-0.53,even,五五开,对手发力更早，你需要先稳血再等上限,对手回复/续航较强，你的法系爆发未必能一波带走,本阵容带减疗，能压制对手回复/续航,本阵容后期上限更高,日炎斗篷、莫雷洛秘典、红霸符,优先补减疗/重伤与持续作战（可参考：珠光莲花 I、珠光莲花 II）,尽量让减疗装备尽早覆盖对手前排,以绪塔尔岩宝,斗士 巴德 && 赛恩,五五开,五五开,五五开,五五开,medium,auto_filled,auto_inferred,对手发力更早，你需要先稳血再等上限；对手回复/续航较强，你的法系爆发未必能一波带走；本阵容带减疗，能压制对手回复/续航；本阵容后期上限更高,-0.53,以绪塔尔岩宝,斗士 巴德 && 赛恩
6,以绪塔尔 奈德丽 && 斯卡纳,13,弗雷尔卓德 丽桑卓 && 布隆,-0.63,even,五五开,对手范围伤害会放大你的缩角风险,本阵容自带破前排工具，打厚前排更舒服,,,巨人捕手、薄暮法袍、离子火花、强袭者的链枷,优先补破前排、穿透或巨杀类战力；若你是中期阵容，优先拿经济/节奏强化抢压制（可参考：DD街区、大百宝袋）,优先保证主C能持续处理对手前排；如果你中期强，尽量在对手9级前多入血,以绪塔尔岩宝,弗雷尔卓德 丽桑卓 && 布隆,五五开,五五开,五五开,五五开,medium,auto_filled,auto_inferred,对手范围伤害会放大你的缩角风险；本阵容自带破前排工具，打厚前排更舒服,-0.63,以绪塔尔岩宝,弗雷尔卓德 丽桑卓 && 布隆
6,以绪塔尔 奈德丽 && 斯卡纳,12,约德尔人 维迦 && 凯南,-0.65,even,五五开,全局表现锚点偏向对手,,,,,若你是中期阵容，优先拿经济/节奏强化抢压制（可参考：DD街区、大百宝袋）,如果你中期强，尽量在对手9级前多入血,以绪塔尔岩宝,约德尔人维迦,五五开,五五开,五五开,五五开,medium,auto_filled,auto_inferred,全局表现锚点偏向对手,-0.65,以绪塔尔岩宝,约德尔人维迦
6,以绪塔尔 奈德丽 && 斯卡纳,8,弗雷尔卓德 金克丝 && 瑟庄妮,-0.68,even,五五开,对手发力更早，你需要先稳血再等上限,对手回复/续航较强，你的法系爆发未必能一波带走,本阵容带减疗，能压制对手回复/续航,本阵容后期上限更高,日炎斗篷、莫雷洛秘典、红霸符、巨龙之爪、棘刺背心,优先补减疗/重伤与持续作战；优先补保后排、解控与容错（可参考：珠光莲花 I、珠光莲花 II）,尽量让减疗装备尽早覆盖对手前排；主C别贴边单防，避免被对位切入,以绪塔尔岩宝,弗雷尔卓德 金克丝 && 瑟庄妮,五五开,五五开,五五开,五五开,medium,auto_filled,auto_inferred,对手发力更早，你需要先稳血再等上限；对手回复/续航较强，你的法系爆发未必能一波带走；本阵容带减疗，能压制对手回复/续航；本阵容后期上限更高,-0.68,以绪塔尔岩宝,弗雷尔卓德 金克丝 && 瑟庄妮
6,以绪塔尔 奈德丽 && 斯卡纳,11,德玛西亚 卡莎 && 盖伦,-0.69,even,五五开,全局表现锚点偏向对手,,,,,若你是中期阵容，优先拿经济/节奏强化抢压制（可参考：DD街区、大百宝袋）,如果你中期强，尽量在对手9级前多入血,以绪塔尔岩宝,德玛西亚 卡莎 && 盖伦,五五开,五五开,五五开,五五开,medium,auto_filled,auto_inferred,全局表现锚点偏向对手,-0.69,以绪塔尔岩宝,德玛西亚 卡莎 && 盖伦
